도서관 일련번호,도서관명,구 코드,구명,주소,정기 휴관일,전화번호
2082,외갓집에가자작은도서관,23,도봉구,서울특별시 도봉구 우이천로44길 26 B01호,"토,일요일,공휴일",02-996-9113
2761,원당마을한옥도서관,23,도봉구,서울특별시 도봉구 해등로32가길 17,매주화요일및법정공휴일,02-906-2022
1619,지혜의등대작은도서관,23,도봉구,서울특별시 도봉구 도봉로 552 도봉구민회관 4층 도봉구민회관 4층,일요일 및 법정 공휴일,070-4215-8936~7
1621,참솔도서관,23,도봉구,서울특별시 도봉구 시루봉로 193 2층 ,"일요일,공휴일",02-932-4733
392,창1동작은도서관,23,도봉구,"서울특별시 도봉구 해등로 46, 창1동주민센터 2층",매주토요일및일요일 휴일,02-2091-5907
393,창2동작은도서관,23,도봉구,"서울특별시 도봉구 덕릉로 59길 73-3, 창2동주민센터 2층",매주토요일및일요일 휴일,02-2091-5908
394,창3동작은도서관,23,도봉구,"서울특별시 도봉구 덕릉로62길 89, 창3동주민센터 3층 ",매주토요일및일요일 휴일,02-2091-5909
395,창4동작은도서관,23,도봉구,"서울특별시 도봉구 노해로 390, 창4동주민센터 5층 관리사무소 지하1층",매주토요일및일요일 휴일,02-2091-5910
396,창5동작은도서관,23,도봉구,"서울특별시 도봉구 도봉로 136나길 20, 창5동주민센터 3층 ",매주토요일및일요일 휴일,02-2091-5911
2470,초록나라도서관,23,도봉구,서울특별시 도봉구 도봉로181길 65-8 2층 ,"토, 일요일, 공휴일",02-956-7956
1622,키움작은도서관,23,도봉구,서울특별시 도봉구 삼양로144길 11 2층 ,"일요일,공휴일",02-992-0191
103,학마을도서관,23,도봉구,서울특별시 도봉구 시루봉로 128,매주월요일및법정공휴일,02-955-0655
1620,행복작은도서관,23,도봉구,"서울특별시 도봉구 마들로 656, 지하1층",매주토요일및일요일 휴일,02-2091-2278
1397,구의제3동도서관,24,광진구,서울특별시 광진구 강변역로 17(구의동),매월둘째/넷째월요일및법정공휴일,02-454-6294
293,광장동새마을작은도서관,24,광진구,서울특별시 광진구 광장로 52 광장동주민센터 2층,"토,일,공휴일",02-458-8379
1064,광장현대파크빌도서관,24,광진구,서울특별시 광진구 아차산로 549 현대파크빌아파트관리사무소 1층 ,휴관중,02-458-7480
27,광진정보도서관,24,광진구,서울특별시 광진구 아차산로78길 90(광장동),매월둘째/넷째화요일및법정공휴일,02-3437-5092~5 ?
2642,구의1동새마을작은도서관,24,광진구,서울특별시 광진구 광나루로36길 56  구의1동주민센터 2층,"토,일,공휴일",02-454-2830
291,구의2동새마을작은도서관,24,광진구,서울특별시 광진구 천호대로136길 55 구의2동주민센터 2층,"토,일,공휴일",02-458-1380
1710,국립정신건강센터의학정보실,24,광진구,서울특별시 광진구 용마산로 127 국립정신건강센터 5층,"토요일, 일요일, 법정공휴일",02-2204-0340
2446,국제문학작은도서관,24,광진구,"서울특별시 광진구 광나루로15길 41, 1층 101호",화수목일,02-466-7271
2755,군자동도서관,24,광진구,서울특별시 광진구 면목로 13 군자동복합청사 1층,매월첫째/셋째화요일및법정공휴일,02-2049-2960
299,군자동새마을작은도서관,24,광진구,서울특별시 광진구 군자로 151 군자동주민센터 3층,"토,일,공휴일",02-465-9082
289,능동새마을작은도서관,24,광진구,서울특별시 광진구 천호대로112길 55 능동주민센터 1층,"토,일,공휴일",02-453-6525
2447,더바움문화예술작은도서관,24,광진구,서울특별시 광진구 구의로 39 지하1층,일요일,02-443-6366
2150,사람아이앤지작은도서관,24,광진구,서울특별시 광진구  광진구 자양로 322 3층 (구의동) ,일요일,02-823-4514
2448,사하라작은도서관,24,광진구,"서울특별시 광진구 광장로78, 2층(광장동,광성빌딩)","토,일요일",02-453-7068
276,새빛작은도서관,24,광진구,서울특별시 광진구 아차산로 330(자양동) 1층,"일요일,공휴일",02-3436-6852
2151,샘터작은도서관,24,광진구,서울특별시 광진구 용마산로24길 10 1층,휴관중(22.11.8.~23.11.7.),
1708,서울물연구원자료실,24,광진구,서울특별시 광진구 천호대로 716-10,"토요일, 일요일, 법정공휴일",02-3146-1715
2758,선린동산작은도서관,24,광진구,"서울특별시 광진구 뚝섬로 43길 14, 3층","토,일요일",
1606,성신비전스쿨작은도서관,24,광진구,서울특별시 광진구 동일로 160(화양동) 성신교회 지하1층,월요일,02-463-5959
1426,아름드리작은도서관,24,광진구,서울특별시 광진구 워커힐로 93 정립회관 본관 2층,"토,일요일",02-446-1237
2759,아차산숲속도서관,24,광진구,서울특별시 광진구 영화사로 139,"매주 화요일, 법정 공휴일, 임시 공휴일",
1427,아차산아래작은도서관놀자,24,광진구,서울특별시 광진구 자양로 50가길 45 2층,"월, 화, 일요일",02-2272-2011
1428,어린이작은도서관주영심나무,24,광진구,서울특별시 광진구 용마산로1길 91 101호 101호,"토,일요일",02-457-8822
2449,예드림작은도서관,24,광진구,서울특별시 광진구 구의강변로 96 현대6차 종합상가 지하 101호,일요일,02-6408-0014
1607,운룡도서관,24,광진구,서울특별시 광진구 자양로43길 85 지층,일요일,02-454-3431
1608,이룸도서관,24,광진구,서울특별시 광진구 용마산로 49,없음,02-446-0691
294,자양1동새마을작은도서관,24,광진구,서울특별시 광진구 자양로13길 37 자양1동주민센터 2층,"토,일,공휴일",02-446-0135
295,자양2동새마을작은도서관,24,광진구,서울특별시 광진구 자양로3가길 26 자양2동주민센터 3층,"토,일,공휴일",02-498-9963
296,자양3동새마을작은도서관,24,광진구,서울특별시 광진구 뚝섬로 568 자양3동주민센터 1층,"토,일,공휴일",02-458-4525
297,자양4동새마을작은도서관,24,광진구,서울특별시 광진구 아차산로24길 17 공공힐링센터 3층,"토,일,공휴일",02-462-0395
1604,자양전통시장작은도서관,24,광진구,서울특별시 광진구 뚝섬로47길 45-2 고객쉼터 2층,"토,일,공휴일",02-6349-0809
97,자양제4동도서관,24,광진구,서울특별시 광진구 뚝섬로26길 58 (자양동),휴관중,02-465-0737-8
2177,자양한강도서관,24,광진구,서울특별시 광진구 뚝섬로52길 66(자양동),매월둘째/넷째월요일 및 법정공휴일,02-456-0048
285,중곡1동새마을작은도서관,24,광진구,서울특별시 광진구 긴고랑로12길 49 중곡1동주민센터 2층,"토,일,공휴일",02-461-9058
286,중곡2동새마을작은도서관,24,광진구,서울특별시 광진구 능동로 346 중곡2동주민센터 2층,"토,일,공휴일",02-458-7036
287,중곡3동새마을작은도서관,24,광진구,서울특별시 광진구 동일로76가길 28 중곡3동주민센터 1층,"토,일,공휴일",02-462-4916
288,중곡4동새마을작은도서관,24,광진구,서울특별시 광진구 긴고랑로 131 중곡4동주민센터 1층,"토,일,공휴일",02-2201-8509
1283,중곡교회작은도서관,24,광진구,서울특별시 광진구 긴고랑로 36길 56 중곡교회 지층 지하1층,"월,일요일",02-452-4985
99,중곡문화체육센터도서관,24,광진구,서울특별시 광진구 능동로 433 (중곡동),매월첫째/셋째월요일및법정공휴일,02-3408-4960
280,평강마을도서관,24,광진구,서울특별시 광진구 자양번영로4길 13(평강침례교회) 2층,일요일,02-453-6238
1609,하람도서관,24,광진구,서울특별시 광진구 용마산로 16길 18 1층 102호,"토,일요일",02-475-7791
298,화양동새마을작은도서관,24,광진구,서울특별시 광진구 능동로17길 39 화양동주민센터 3층,"토,일,공휴일",02-461-2638
2459,천왕마을작은도서관,25,구로구,서울특별시 구로구 천왕로36 센타프라자 306호,"일, 법정공휴일",02-2687-8183
2460,카페함크작은도서관,25,구로구,서울특별시 구로구 고척로141 2층,"일요일, 법정공휴일",02-2611-1318
882,개봉어린이도서관,25,구로구,서울특별시 구로구 경인로 318-15,매주 월요일 및 법정 공휴일,02-2066-1659
1610,개봉푸르지오도서관,25,구로구,서울특별시 구로구 남부순환로 775 1층,"매주 토요일, 일요일",070-4206-0466
305,가리봉동도서관,25,구로구,서울특별시 구로구 남부순환로 105길 198 가리봉동자치회관,"토,일요일, 법정공휴일",02-860-2518
308,개봉2동도서관,25,구로구,서울특별시 구로구 개봉로16가길 17 개봉2동주민센터 ,"일요일, 법정공휴일",02-2620-7851
309,개봉3동도서관,25,구로구,서울특별시 구로구 개봉로3길 47 개봉3동주민센터 2층,"토, 일, 법정공휴일",02-2620-7852
883,개봉도서관,25,구로구,서울특별시 구로구 개봉로16길 30-11,매주 화요일 및 법정 공휴일,02-2689-1695
306,고척1동도서관,25,구로구,서울특별시 구로구 중앙로3길 18-8 고척1동 주민센터,"토, 일, 법정공휴일",02-2620-7848
307,고척2동도서관,25,구로구,서울특별시 구로구 중앙로15길 22 고척2동주민센터 ,"토, 일, 법정공휴일",02-2620-7849
316,고척교회도서관책마을,25,구로구,서울특별시 구로구 중앙로 79 고척교회 ,"매주 토요일, 공휴일",02-2686-5871
2450,고척벽산베스트블루밍아파트 ,25,구로구,서울특별시 구로구 고척로 60길 30 관리사무소 2층,"토요일, 일요일, 공휴일",02-2066-2954
2451,고척벽산블루밍(아)경로당 작은도서관,25,구로구,서울특별시 구로구 경인로390 벽산블루밍 경로당,"토, 일, 법정공휴일",02-63634-6233
318,광진교회도서실,25,구로구,서울특별시 구로구 개봉로3길 102 광진교회,"월요일, 법정공휴일",02-2625-0761
301,구로1동도서관,25,구로구,서울특별시 구로구 구일로4길 57 구로1동주민센터 2층,"토, 일, 법정공휴일",02-2620-7842
302,구로2동도서관,25,구로구,서울특별시 구로구 구로동로50길 10 구로2동자치회관 ,"토, 일, 법정공휴일",02-2620-7843
303,구로4동도서관,25,구로구,서울특별시 구로구 구로동로28길 94 구로4동주민센터,"토, 일, 법정공휴일",02-2620-7845
304,구로5동도서관,25,구로구,서울특별시 구로구 구로중앙로28길 66 구로5동주민센터,"토, 일, 법정공휴일",02-2620-7846
2026,구로구노동자종합지원센터작은도서관,25,구로구,"서울특별시 구로구 디지털로242, 한화비즈메트로 203호, 213호","토요일, 일요일, 법정공휴일",02-852-7340
880,구로구립온누리도서관,25,구로구,"서울특별시 구로구 구로중앙로27나길 9, 4층 (구로초등학교 온누리관)",매주 화요일 및 법정 공휴일,02-858-9080
2135,구로기적의도서관,25,구로구,서울특별시 구로구 구로중앙로40길 24(신도림동),매주 월요일 및 법정 공휴일,02-2632-8878
41,구로꿈나무도서관,25,구로구,"서울특별시 구로구 구로동로26길 54, 2층 (구로구시설관리공단)",매주 화요일 및 법정 공휴일,02-830-1623
2136,궁동어린이도서관,25,구로구,서울특별시 구로구 오리로 1352,매주 화요일 및 법정 공휴일,02-2060-8229
2028,그래그래작은도서관,25,구로구,서울특별시 구로구 구일로8길 131 ,"일요일, 법정공휴일",0507-1328-3238
1865,글로벌나눔도서관,25,구로구,서울특별시 구로구 경인로 619-30 3층,"월, 토, 일, 법정공휴일",02-6406-5911
884,글마루한옥어린이도서관,25,구로구,서울특별시 구로구 고척로27바길 7,매주 화요일 및 법정 공휴일,02-2615-8200
1499,글초롱작은도서관,25,구로구,서울특별시 구로구 오리로 1102-10 천왕연지타운2단지 관리동 ,매주 일요일,070-8635-1668
1284,금강수목원아파트작은도서관,25,구로구,"서울특별시 구로구 오리로 1197, 관리사무소 건물 2층",휴관중,02-2689-1956
1501,길숲도서관,25,구로구,서울특별시 구로구 신도림로 3길 19 새서울교회,"월요일,일요일",070-8987-6591
2452,꿈꾸는SH작은도서관,25,구로구,서울특별시 구로구 연동로 234 하버라인 2단지 1층,주말,02-2066-1599
1502,꿈꾸는언덕작은도서관(천왕1단지),25,구로구,서울특별시 구로구 천왕로 91 천왕이펜하우스1단지 천왕이펜하우스 1단지 104동 지하층 관리사무소 옆,"토요일,일요일",02-2614-1772
2412,꿈꾸는작은도서관,25,구로구,서울특별시 구로구 도림로 20길 40 ,"토, 일, 법정공휴일",
2786,꿈나래SH작은도서관,25,구로구,서울특별시 구로구 항동로 72 하버라인 4단지,"토, 일, 법정공휴일",
2029,꿈마루작은도서관,25,구로구,"서울특별시 구로구 구로중앙로28다길 5, 대신교회 2층","월요일, 일요일, 법정공휴일",02-863-2998
61,꿈마을도서관,25,구로구,서울특별시 구로구 디지털로27다길 65,매주 월요일 및 법정 공휴일,02-830-5807
1295,꿈터작은도서관(천왕이펜6단지),25,구로구,서울특별시 구로구 천왕로 9 천왕이펜하우스 6단지 ,"월, 수, 금, 일요일",02-6083-2787
2727,단비작은도서관,25,구로구,서울특별시 구로구 고척동 337 3층,"토, 일, 법정공휴일",02-845-9176
1294,담쟁이넝쿨도서관,25,구로구,서울특별시 구로구 개봉로11길 35-9 영문교회 이심전심마을회관 내,"토,일요일",02-2625-9210
2152,도담도담작은도서관,25,구로구,서울특별시 구로구 경인로8길 75 삼천리APT 상가 3층 ,"월, 토, 일, 법정공휴일",
2453,도토리SH작은도서관,25,구로구,서울특별시 구로구 연동로 191-5 하버라인 11단지 1층,"월요일, 토요일",02-2684-0911
1292,둘레길작은도서관(천왕4단지),25,구로구,"서울특별시 구로구 천왕로 29, 408 (천왕이펜하우스4단지) 408동 1층","토,일요일",070-4416-3434
